code,year,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,corruptionSE,ruleOfLawSE,voice,regQual,govEffect,govEffectSE,stabilitySE,voiceSE,corruption,stability,regQualSE,ruleOfLaw,INCOMEPC_growth,INCOMEPC,trade,industrial,manu,agri,urban,HDI,EDU_IDX,Income_Index,life,kaopen,polity2,constant
CYP,1996,29.7,2.2,47.1,4.1,0.3738571,0.8573209999999999,1.171664,1.331288,0.2124291,0.1739037,1.035754,0.2620766,0.2088098,1.261967,0.38737540000000004,0.31174650000000004,-0.35248667200000006,15139.228030000002,140.84892539999998,20.14148756,9.408233598999999,4.578231719,68.161,0.789,0.662,0.8390000000000001,77.5,-1.0,10.0,1
CYP,1998,29.7,2.2,47.3,4.0,0.34546279999999996,0.9784921,1.2490629999999998,1.099473,0.22430830000000002,0.22834770000000004,0.9830766,0.2313764,0.21444610000000003,1.207978,0.22168449999999998,0.34072379999999997,4.817776179,15092.829590000001,134.90967769999997,19.23667021,8.933771019,4.33454234,68.405,0.8,0.6709999999999999,0.858,77.7,-1.0,10.0,1
CYP,2000,29.6,2.1,47.4,3.9,0.34280900000000003,1.039934,1.130084,1.121261,0.18462320000000002,0.2468684,1.057137,0.2569564,0.20788589999999998,1.137256,0.5154701,0.3153277,4.844168548,14388.3467,137.4949268,17.68611172,8.149425483,3.647293341,68.648,0.802,0.6759999999999999,0.8540000000000001,78.0,-1.0,10.0,1
CYP,2002,29.6,1.9,47.6,3.8,0.3161064,1.015691,1.350596,1.161737,0.21106799999999998,0.2175822,1.117119,0.21659120000000004,0.1991875,1.2369860000000001,0.19483989999999998,0.2600653,2.541045775,16093.218680000002,123.6413281,17.93014084,7.733660912,3.7882334319999997,68.694,0.816,0.701,0.8640000000000001,78.3,-1.0,10.0,1
CYP,2003,29.5,1.9,47.6,3.7,0.3020468,0.9688059000000001,1.183419,1.2335450000000001,0.20932119999999999,0.23066079999999997,0.9944629999999999,0.24125990000000003,0.19165870000000002,1.214373,0.5313178000000001,0.21630320000000003,1.3836034430000002,20252.242140000002,114.0045885,18.01298375,7.340433731,3.352902114,68.553,0.8240000000000001,0.718,0.867,78.4,0.0,10.0,1
CYP,2004,29.5,1.8,47.8,3.8,0.2872855,0.9229076999999999,1.127475,0.8902328000000002,0.186148,0.213736,0.9500313,0.20689659999999999,0.1768129,1.228797,0.3798992,0.22304369999999998,3.630815343,23792.61793,113.9036434,18.06741125,7.209138855,3.083331649,68.41,0.828,0.7240000000000001,0.871,78.5,1.0,10.0,1
CYP,2005,29.5,1.7,47.8,3.7,0.2786692,0.8870872999999999,1.157761,0.9068687,0.1827405,0.1976359,0.9558726999999999,0.19702650000000002,0.17688879999999998,1.2218360000000001,0.5162975000000001,0.1782228,3.353752826,24959.26591,111.91710330000001,17.89107096,6.802583403,2.738507021,68.268,0.831,0.7290000000000001,0.8740000000000001,78.6,2.0,10.0,1
CYP,2006,29.5,1.7,47.9,3.6,0.2741809,1.1050209999999998,1.267324,1.093416,0.1839469,0.2089212,1.052067,0.21117310000000003,0.16355329999999998,1.2770700000000001,0.5397544,0.22644210000000004,2.9812923039999997,26729.32675,109.80636270000001,17.83010271,6.131179836,2.275997155,68.125,0.8370000000000001,0.74,0.877,78.8,2.0,10.0,1
CYP,2007,29.5,1.6,48.1,3.6,0.2626058,1.119864,1.427616,1.080966,0.1859786,0.24101570000000003,1.066656,0.21771350000000003,0.1608021,1.331325,0.5371549,0.24707759999999998,2.88407631,31244.928010000003,111.2749392,18.19715868,5.74282846,2.023518152,67.982,0.846,0.755,0.885,78.9,2.0,10.0,1
CYP,2008,29.7,1.7,48.2,3.5,0.2640872,1.216479,1.532571,1.204644,0.1814963,0.2528814,1.084034,0.2128002,0.15934289999999998,1.367876,0.6396841,0.2555719,1.07653062,35391.04006,112.94589440000001,17.89975682,5.476376631,2.093687422,67.839,0.852,0.768,0.8859999999999999,79.1,2.0,10.0,1
CYP,2009,29.8,1.6,48.3,3.5,0.246402,1.212835,1.4183290000000002,0.9120450000000001,0.1640571,0.2315776,1.068028,0.1917171,0.1491989,1.3626040000000001,0.38917540000000006,0.2345118,-4.610633401,32105.86748,102.8016663,15.95616897,5.378843742999999,1.98901868,67.695,0.856,0.7809999999999999,0.88,79.2,2.0,10.0,1
CYP,2010,29.9,1.6,48.4,3.6,0.2435471,1.216249,1.53183,0.9748735000000001,0.16373929999999998,0.2380621,1.023391,0.1899682,0.14670899999999998,1.423306,0.45244480000000004,0.24627249999999998,-1.2804296290000001,30818.47993,107.6902989,14.71938925,5.113653145,2.10430213,67.551,0.85,0.767,0.8759999999999999,79.4,2.0,10.0,1
CYP,2011,30.1,1.8,48.5,3.6,0.2442496,1.07301,1.563668,0.8663620000000001,0.1557148,0.23260340000000002,1.053583,0.1873247,0.1463931,1.236406,0.6079845,0.24821329999999997,-2.125886766,32233.643389999997,108.676305,12.70504557,4.627342382,2.186814847,67.406,0.853,0.7709999999999999,0.877,79.6,2.0,10.0,1
CYP,2012,30.2,1.8,48.6,3.7,0.22680740000000002,1.0996299999999999,1.3911719999999999,1.251134,0.1652347,0.23050900000000002,1.022024,0.17604189999999997,0.14413520000000002,1.130751,0.6351260999999999,0.2632677,-4.34671215,28984.94455,108.12967040000001,11.37307257,4.145467457,1.9783249840000001,67.26100000000001,0.852,0.777,0.865,79.8,1.0,10.0,1
CYP,2013,30.3,1.8,48.7,3.7,0.23150820000000003,1.036581,1.366624,1.245758,0.167061,0.2254516,0.9808226999999999,0.17724389999999998,0.14025620000000003,0.9171372999999999,0.5633471999999999,0.2592449,-5.580070362000001,27942.30127,115.8864507,10.00590392,3.843887348,2.011687667,67.137,0.853,0.7879999999999999,0.8540000000000001,80.0,1.0,10.0,1
CYP,2014,30.4,1.9,48.8,3.8,0.20011310000000002,1.077018,1.140384,1.0757809999999999,0.1825321,0.24382420000000002,1.01997,0.16715639999999998,0.1542925,1.098858,0.5518821,0.2327013,-0.21924025600000002,27407.152860000002,122.31814009999998,9.36815374,4.077574193999999,1.82549895,67.031,0.856,0.7929999999999999,0.855,80.2,2.0,,1
CYP,2015,30.4,2.0,48.8,3.9,0.20681479999999997,1.039911,1.04862,1.007444,0.180356,0.2433534,1.031584,0.16917839999999998,0.15305510000000003,1.062325,0.5508665,0.22856970000000001,2.544489347,23217.48415,128.8232516,9.736774781,4.254249685,1.847005695,66.946,0.86,0.792,0.865,80.3,2.0,,1
CYP,2016,,,,,0.2126011,0.721344,0.9609431,0.8266463,0.2007823,0.2321488,1.046577,0.17557129999999999,0.15020820000000001,1.052626,0.6042546999999999,0.2384973,4.332535438,24019.13787,129.6708527,10.31303069,4.565499562,1.925181988,66.881,0.867,0.8079999999999999,0.866,80.5,2.0,,1
KGZ,1996,38.2,1.3,46.4,1.7,0.4753152,-0.7254733,-0.3805645,-0.9939234,0.2727648,0.18761760000000002,-0.7870265000000001,0.340507,0.2614571,-0.2981216,-0.1742592,0.3602318,5.511227385,394.8601215,87.29577381,17.02828717,7.9015184210000005,46.31762489,36.066,0.568,0.603,0.43,66.0,,-3.0,1
KGZ,1998,38.6,1.2,46.5,1.5,0.4353236,-0.7019392,-0.1034535,-0.8411235,0.24336889999999997,0.27211240000000003,-0.8089664000000001,0.2284975,0.25608960000000003,-0.0558729,-0.1662317,0.3043637,0.567202293,345.1381316,94.50929453,20.76129123,14.13978626,36.05528153,35.504,0.58,0.626,0.44,66.1,2.0,-3.0,1
KGZ,2000,37.3,1.1,44.9,1.5,0.45564209999999994,-0.8710806999999999,-0.503099,-0.9031251,0.20916010000000002,0.22216839999999996,-1.09426,0.2120304,0.21406239999999999,-0.0829639,-0.18319749999999999,0.2790796,4.178358668,279.6204249,89.43065796,29.19953058,18.10247881,34.18760395,35.298,0.594,0.657,0.447,66.3,2.0,-3.0,1
KGZ,2002,36.1,1.1,43.6,1.3,0.4386366,-0.8053126,-0.6167716999999999,-0.9899996999999999,0.1978998,0.203248,-1.015423,0.2105545,0.17466689999999999,-0.1133134,-0.6140286,0.2420206,-0.930894091,321.7266063,82.92083904,21.313731399999998,13.04846836,34.40484193,35.295,0.604,0.674,0.456,66.7,1.0,-3.0,1
KGZ,2003,35.9,1.0,43.6,1.4,0.3504379,-0.7409121999999999,-0.5705335,-0.9836335999999999,0.201074,0.2040175,-1.027842,0.19169979999999998,0.1750955,-0.3711547,-1.098867,0.1915598,5.914004509,380.5073398,83.93258266,20.243219399999997,13.27438012,33.62217246,35.293,0.611,0.6829999999999999,0.465,66.8,1.0,-3.0,1
KGZ,2004,36.2,1.1,44.0,1.4,0.33134790000000003,-0.8140251000000001,-0.6829314000000001,-1.104846,0.18290839999999997,0.2151176,-1.016143,0.18373789999999998,0.1842717,-0.32162399999999997,-1.183889,0.1969011,5.739526636,433.2349766,93.81573216,21.68936955,15.32531184,29.9044501,35.292,0.615,0.6829999999999999,0.47100000000000003,66.9,1.0,-3.0,1
KGZ,2005,36.4,1.1,44.2,1.4,0.32031170000000003,-1.114423,-0.8784107,-1.2533860000000001,0.1806899,0.2047675,-0.8875506999999999,0.159075,0.1870099,-1.00521,-1.1751209999999999,0.17069700000000002,-1.295107319,476.55213,95.08400463,20.00778995,12.85243094,28.48327836,35.29,0.616,0.687,0.47100000000000003,67.0,1.0,3.0,1
KGZ,2006,36.4,1.1,44.3,1.5,0.2836421,-1.313625,-0.8058546999999999,-1.317895,0.1518366,0.1863749,-0.7590821,0.1524832,0.1350009,-0.6635196,-1.386016,0.1858619,2.000426334,543.1107024,120.7499818,17.55446612,10.99208173,28.68029114,35.289,0.621,0.693,0.47600000000000003,67.2,1.0,4.0,1
KGZ,2007,36.1,1.1,43.9,1.5,0.2750877,-1.318499,-0.7781291,-1.31999,0.15222449999999998,0.21518,-0.9627357,0.1527004,0.1324622,-0.4147838,-0.9894642,0.18530439999999998,7.512743595,721.7686908,137.0583878,16.68229999,9.919047314,26.88021018,35.287,0.628,0.6940000000000001,0.488,67.5,1.0,3.0,1
KGZ,2008,35.7,1.2,43.4,1.5,0.2770002,-1.3715629999999999,-0.7883915,-1.222449,0.1462106,0.2182801,-1.0917649999999999,0.1426686,0.1343238,-0.3503863,-0.5695741,0.1747803,7.376440391,966.3936272,146.1060822,20.4289121,13.21902699,23.48553315,35.285,0.631,0.69,0.495,67.9,2.0,3.0,1
KGZ,2009,35.4,1.1,42.9,1.5,0.2845007,-1.325342,-0.9648597,-1.305888,0.14051929999999999,0.21841420000000003,-1.019887,0.148065,0.1382889,-0.331769,-0.624972,0.1668319,1.651651519,871.2243892999999,133.37915320000002,23.63572933,14.22825136,18.76073747,35.284,0.636,0.693,0.498,68.3,2.0,1.0,1
KGZ,2010,35.0,1.2,42.4,1.6,0.2737861,-1.266857,-0.6516975,-1.17323,0.13663540000000002,0.22039679999999998,-0.9343349,0.1451961,0.13491689999999998,-0.2512726,-1.039652,0.16121960000000002,-1.651753118,880.0377751,133.23285049999998,26.26527379,16.86028862,17.44825618,35.306,0.636,0.6970000000000001,0.49200000000000005,68.9,2.0,4.0,1
KGZ,2011,34.7,1.2,42.0,1.6,0.2625296,-1.190346,-0.6379848000000001,-1.2188370000000002,0.1316548,0.22099139999999998,-0.6829873000000001,0.1412845,0.1329092,-0.210015,-1.098031,0.153588,4.674715696,1123.883168,136.17984040000002,27.44908809,18.26824869,16.56531665,35.352,0.639,0.6970000000000001,0.493,69.4,2.0,7.0,1
KGZ,2012,34.7,1.2,41.8,1.7,0.2402494,-1.1294819999999999,-0.6494996,-1.1495870000000001,0.1300665,0.21947470000000002,-0.6110972,0.1391488,0.12676189999999998,-0.3320781,-0.9112514000000002,0.1630429,-1.848145242,1177.974735,139.6759378,22.25712973,12.07174383,16.65419638,35.423,0.649,0.71,0.501,69.9,0.0,7.0,1
KGZ,2013,34.6,1.3,41.8,1.8,0.2479616,-1.109208,-0.6519046,-1.162882,0.1320194,0.2138464,-0.5382610999999999,0.14157479999999997,0.12441789999999998,-0.3130327,-0.9117738000000001,0.166099,8.72062382,1282.437162,134.02678559999998,24.84359467,15.76808892,14.63787255,35.516999999999996,0.6579999999999999,0.721,0.51,70.3,-1.0,7.0,1
KGZ,2014,34.5,1.3,41.6,1.9,0.20795860000000002,-0.9269122,-0.8654091999999999,-1.127944,0.13792120000000002,0.2241333,-0.4624974,0.14726789999999998,0.13262620000000003,-0.434673,-0.8046156999999999,0.1803246,1.934435781,1279.769783,125.1261811,23.88822892,13.6761968,14.71866312,35.635,0.6629999999999999,0.728,0.515,70.6,-1.0,,1
KGZ,2015,34.4,1.4,41.4,1.9,0.21690229999999996,-0.989244,-0.9145042,-1.149714,0.14069489999999998,0.2277695,-0.40416090000000005,0.14785279999999998,0.1353957,-0.5026596,-0.8824379000000001,0.17536559999999998,1.7825462909999998,1121.082835,110.9615707,25.07806232,14.050775699999999,14.06076433,35.777,0.6659999999999999,0.728,0.518,70.8,-1.0,,1
KGZ,2016,34.3,1.5,41.3,2.1,0.22024549999999998,-1.022858,-0.8956208000000001,-1.079307,0.16369679999999998,0.2199518,-0.42029920000000004,0.1508631,0.1293263,-0.3526321,-0.6468619000000001,0.1827316,2.196672424,1120.6665130000001,105.823574,26.546424,15.43426087,12.83447316,35.944,0.669,0.735,0.519,71.0,0.0,,1
BTN,1996,,,,,0.4753152,-0.0315036,0.6449225000000001,0.9428385,0.3505094,0.18761760000000002,-0.9521898999999999,0.340507,0.2614571,-0.41194529999999996,0.7229604000000001,0.38636040000000005,4.230657043,584.3791581,81.15644934,32.68175785,11.22661808,30.1659345,21.456,,,0.494,57.4,-1.0,-10.0,1
BTN,1998,,,,,0.4353236,0.1627657,0.6075543000000001,1.0002469999999999,0.3090942,0.27211240000000003,-1.0983040000000002,0.2956245,0.25608960000000003,-0.3835604,0.5389026,0.376058,3.5366856510000004,667.9136238,82.51759968,31.74704503,9.211140787,28.49508996,23.377,,,0.496,59.1,-1.0,-10.0,1
BTN,2000,,,,,0.45564209999999994,0.13347479999999998,0.8294715,0.9876838,0.2613776,0.22443760000000001,-1.112357,0.270204,0.2540425,-0.341934,0.4906397,0.34071090000000004,4.55561305,743.0501339,77.66484522,35.21763502,8.202643312000001,26.80119971,25.418000000000003,,,0.539,60.8,-1.0,-10.0,1
BTN,2002,,,,,0.4386366,0.0583945,0.7845386,1.0394709999999998,0.27813649999999995,0.2200277,-1.290271,0.2871612,0.23115300000000003,-0.4179625,0.6929179,0.3197215,8.50292314,871.8091577,73.20026651,37.39546611,7.417404737999999,25.518089,27.57,,,0.555,62.5,-1.0,-10.0,1
BTN,2003,42.0,2.1,46.9,2.4,0.3504379,0.2066349,0.4894388,1.090904,0.2704163,0.21947670000000002,-1.146782,0.270729,0.23473809999999998,0.0334465,0.9188888000000001,0.2386598,5.637221847999999,990.7414286000001,76.35741337,38.11468216,7.193342372999999,24.38801694,28.688000000000002,,,0.561,63.3,-1.0,-10.0,1
BTN,2004,41.9,2.2,46.8,2.3,0.33134790000000003,0.34137199999999995,0.0205903,0.7965031,0.2389757,0.23305630000000002,-0.965037,0.2536325,0.2019395,-0.8196209999999999,1.171562,0.252417,4.076915888,1099.977331,93.19191171,36.30719308,7.210288611,23.97530869,29.835,,,0.5660000000000001,64.1,-1.0,-10.0,1
BTN,2005,41.8,2.1,46.6,2.2,0.3338709,0.3117011,0.32459509999999997,0.8192554,0.2346846,0.23336550000000003,-1.072155,0.2157183,0.1886204,-0.2806116,1.283388,0.1855251,5.483866305,1262.247445,102.698073,35.92836576,7.119206621,22.33718603,30.965,0.51,0.335,0.574,64.9,-1.0,-5.0,1
BTN,2006,41.5,2.0,46.2,2.1,0.3326429,0.1937875,0.2366175,0.8159847,0.24523360000000002,0.265491,-1.058764,0.2263657,0.13006489999999998,-0.5670029999999999,1.263383,0.22886610000000002,5.440061461,1365.558061,113.5973051,37.70357513,7.616689513,21.40748853,31.712,0.521,0.34700000000000003,0.5820000000000001,65.6,-1.0,-5.0,1
BTN,2007,41.2,1.9,45.8,2.1,0.3081072,0.33852129999999997,0.2958726,0.8810524,0.2474495,0.2813678,-0.8725919,0.2252135,0.1310789,-0.6922845000000001,0.5686631999999999,0.2323149,16.60161681,1798.9697399999998,112.26407590000001,44.05219247,8.155078669,18.67117458,32.469,0.535,0.358,0.602,66.2,-1.0,-5.0,1
BTN,2008,41.1,2.0,45.6,2.2,0.3107432,0.3841602,0.28258540000000004,0.8581816999999999,0.2002859,0.27458720000000003,-0.5054052,0.21954539999999997,0.12502570000000002,-0.7493685,0.7205909,0.2003179,3.717415065,1873.59735,106.749452,43.19856057,8.390771774,18.40978938,33.236,0.5429999999999999,0.369,0.604,66.8,-1.0,3.0,1
BTN,2009,41.0,2.1,45.5,2.3,0.2938249,0.21322080000000002,0.49482029999999994,0.9099128000000001,0.1658201,0.24242270000000002,-0.46180889999999997,0.2012852,0.128305,-1.07056,0.803937,0.1829555,5.602165997,1864.5368030000002,106.906127,41.96599206,8.195268944,18.2268568,34.01,0.5539999999999999,0.384,0.609,67.3,-1.0,3.0,1
BTN,2010,40.9,2.0,45.4,2.4,0.2820698,0.1618682,0.5846536,0.9126349,0.1624615,0.23859650000000002,-0.4169178,0.1970799,0.12518769999999999,-1.1693930000000001,0.7422217,0.1784469,10.56057861,2312.860096,113.18399380000001,42.77832186,8.723326482000001,16.79770197,34.793,0.5660000000000001,0.397,0.62,67.8,-1.0,3.0,1
BTN,2011,40.8,2.0,45.3,2.5,0.27388429999999997,0.1955957,0.6326248999999999,0.8384976000000001,0.1559546,0.24199810000000002,-0.40402940000000004,0.19431500000000002,0.1265848,-1.154382,0.8264953000000002,0.1756126,6.677857352,2625.433256,111.69158329999999,40.98293114,8.292901707,16.32532702,35.585,0.575,0.408,0.628,68.2,-1.0,3.0,1
BTN,2012,40.7,2.2,45.2,2.5,0.2544461,0.2363134,0.5126127,0.9398408000000001,0.1566275,0.2405197,-0.28092009999999995,0.2029124,0.1291542,-1.086905,0.7763095,0.1873403,3.830917042,2599.396094,101.7639272,41.61801073,8.848367931,15.96461884,36.371,0.585,0.424,0.63,68.6,-1.0,3.0,1
BTN,2013,,,,,0.2524667,0.2903239,0.4004478,0.9015957,0.15203160000000002,0.2138876,-0.1587836,0.1884031,0.1240645,-1.078863,0.7846249,0.1872884,0.8977823770000001,2532.0156420000003,102.7354752,42.35118392,8.330929299,16.10386948,37.149,0.589,0.429,0.633,69.0,-1.0,5.0,1
BTN,2014,,,,,0.21239940000000002,0.379015,0.2561472,1.280399,0.1672415,0.22421129999999997,-0.102953,0.1935286,0.1493168,-0.9980033000000001,1.068039,0.2043864,4.448666846,2749.352665,92.76456991,41.09750084,8.043824046000001,16.61842444,37.918,0.599,0.44299999999999995,0.639,69.4,-1.0,,1
BTN,2015,,,,,0.22159610000000002,0.5223479,0.40633800000000003,1.0223209999999998,0.1664471,0.2278319,-0.0348183,0.18559879999999998,0.1480018,-0.7134356,0.974715,0.19747979999999998,5.352304235,2829.891245,96.41821166,41.32763920000001,7.978993909,16.71299354,38.678000000000004,0.603,0.445,0.643,69.8,-1.0,,1
BTN,2016,,,,,0.22599229999999998,0.4935009,0.5005098,1.1265040000000002,0.19124270000000002,0.2199518,-0.025974599999999997,0.18818210000000002,0.1411375,-0.6651375,1.123297,0.2099493,6.726936887999999,3012.961401,77.68976254,41.38742427,7.432100375,16.64448121,39.428000000000004,0.609,0.446,0.654,70.2,-1.0,,1
EST,1996,33.3,0.8,47.5,1.2,0.4095134,0.5744267,0.6115038,0.449223,0.1958726,0.1791073,0.9261671,0.27561379999999996,0.23647670000000004,1.24001,0.7675521,0.30505290000000007,6.889275143,3352.733741,134.0956354,26.73208918,16.42006851,4.738721609,70.111,0.738,0.726,0.735,68.9,2.0,6.0,1
EST,1998,34.4,0.8,48.9,1.1,0.34546279999999996,0.6647611999999999,0.5744918000000001,0.6519921999999999,0.1973858,0.21177939999999998,1.03417,0.18679489999999999,0.21444610000000003,1.2322879999999998,0.6566161,0.2751368,5.122184174,4052.2922710000003,158.42896509999997,25.43575497,14.96092614,5.320968914,69.733,0.763,0.768,0.757,69.6,2.0,6.0,1
EST,2000,35.3,0.7,50.1,0.9,0.34280900000000003,0.65367,0.7378456999999999,0.8393674000000001,0.15564779999999998,0.2017225,0.9880024,0.1765953,0.2028201,1.2911190000000001,0.9005917,0.22765320000000003,10.03454067,4070.0328270000005,126.51353119999999,24.83882485,15.45372593,4.323051086,69.368,0.78,0.8079999999999999,0.759,70.4,2.0,9.0,1
EST,2002,34.9,0.7,49.8,1.0,0.2861308,0.8249481,0.7357646,0.7400399000000001,0.1569017,0.17183020000000002,1.072951,0.15158529999999998,0.1663675,1.388436,0.9298187,0.1917365,6.750451032999999,5308.347781,124.0913643,25.55324644,15.75440337,3.766387716,69.116,0.799,0.83,0.778,71.3,2.0,9.0,1
EST,2003,34.9,0.7,49.9,0.9,0.2832122,0.8059076999999999,0.9419677,0.9137154000000001,0.15881689999999998,0.17662629999999999,1.0705790000000002,0.1474856,0.16609379999999999,1.301432,0.8951334000000001,0.165509,8.092451367,7174.2374150000005,123.2780547,26.13206717,15.79340452,3.603530508,68.98899999999999,0.8059999999999999,0.835,0.7879999999999999,71.7,2.0,9.0,1
EST,2004,34.4,0.6,49.5,0.8,0.2793393,0.9466916999999999,0.9242360000000001,0.9838896,0.14693689999999998,0.1814307,1.0934190000000001,0.13830720000000002,0.1618612,1.300697,0.7035880999999999,0.1715011,6.932101241,8850.465115,130.9127506,25.52708857,14.99530525,3.447412697,68.862,0.8140000000000001,0.841,0.799,72.2,2.0,9.0,1
EST,2005,33.7,0.5,48.6,0.8,0.27061440000000003,0.9697640999999999,0.9649968000000001,1.032414,0.147869,0.17646489999999998,0.9921684999999999,0.1336626,0.16366340000000001,1.294085,0.6038897,0.1545373,10.00140285,10338.31322,136.9166007,26.36586985,14.73613248,3.100396335,68.735,0.825,0.85,0.815,72.6,2.0,9.0,1
EST,2006,33.2,0.6,47.9,0.8,0.2459985,1.1409,1.157151,1.020037,0.14618420000000001,0.18860529999999998,1.068222,0.1330821,0.13815,1.294109,0.7364985,0.18037999999999998,10.924029199999998,12595.41065,137.1214082,26.9445648,14.48268194,2.7192420360000003,68.607,0.8320000000000001,0.852,0.828,73.1,2.0,9.0,1
EST,2007,32.1,0.6,46.4,0.8,0.23912960000000003,1.1730049999999999,1.037318,1.0032590000000001,0.13920839999999998,0.1959985,1.0730110000000002,0.1328169,0.13721979999999998,1.359947,0.6338796,0.1738865,8.240850137999999,16586.4052,135.26567759999998,27.05426759,13.97861728,3.032533865,68.479,0.8390000000000001,0.856,0.8370000000000001,73.6,2.0,9.0,1
EST,2008,31.7,0.6,46.3,0.8,0.24162899999999998,1.1991209999999999,1.161841,0.9905757,0.13494460000000003,0.20152179999999997,1.091653,0.126942,0.13568039999999998,1.419457,0.5707842,0.1760381,-5.165513258,18094.54805,137.5229531,26.28440137,13.79356163,2.444285196,68.351,0.841,0.858,0.8320000000000001,74.2,2.0,9.0,1
EST,2009,31.8,0.6,46.6,0.8,0.24185990000000002,1.131253,1.0091139999999998,1.007584,0.138418,0.20980259999999998,1.0855219999999999,0.1358942,0.1373633,1.395184,0.5657759,0.1783865,-14.55986124,14726.318280000001,116.64964520000001,23.38517925,12.26426378,2.1217169609999997,68.223,0.8390000000000001,0.863,0.8109999999999999,74.8,2.0,9.0,1
EST,2010,32.2,0.6,47.6,0.8,0.23933089999999999,1.159709,1.085701,0.9951673000000001,0.1353262,0.2173426,1.105652,0.1360023,0.1340459,1.390466,0.661367,0.1779984,2.4925519940000003,14638.604819999999,143.8001515,24.47011586,13.724642800000002,2.793151738,68.094,0.845,0.872,0.812,75.4,2.0,9.0,1
EST,2011,32.7,0.6,47.8,0.8,0.23852240000000002,1.183798,1.076737,1.0525010000000001,0.12737,0.21265309999999998,1.133726,0.130369,0.1291361,1.390989,0.6110413,0.1682892,7.924443455,17454.843419999997,167.3499492,25.59910154,14.53314327,3.403386508,67.965,0.853,0.8759999999999999,0.8240000000000001,75.9,2.0,9.0,1
EST,2012,33.3,0.6,48.4,0.8,0.2196655,1.1571069999999999,0.9545379999999999,1.0960379999999998,0.1303229,0.2104306,1.111925,0.1234346,0.1235276,1.417086,0.6364652,0.1820217,4.681290004,17421.890219999997,170.42833430000002,25.12890696,13.90856972,3.1935814860000002,67.97399999999999,0.8590000000000001,0.877,0.8320000000000001,76.4,2.0,9.0,1
EST,2013,34.2,0.7,49.4,0.8,0.22578739999999997,1.19848,0.9747753,1.188761,0.13271889999999997,0.20775210000000002,1.116849,0.12724829999999998,0.12120610000000001,1.447542,0.7482154000000001,0.18303599999999998,2.299973572,19072.23852,165.7945013,25.185586100000002,13.63061931,2.989626547,68.122,0.862,0.875,0.838,76.8,2.0,9.0,1
EST,2014,34.0,0.8,49.0,1.0,0.19224739999999998,1.372891,1.01668,1.303456,0.13892279999999999,0.22161889999999998,1.17031,0.1262155,0.12957960000000002,1.6765580000000002,0.7802579000000001,0.190555,3.1587495910000003,20247.1993,160.0488729,24.66348939,14.08367262,3.016123517,68.26899999999999,0.8640000000000001,0.87,0.8420000000000001,77.1,2.0,,1
EST,2015,33.4,0.9,48.1,1.2,0.1981644,1.33191,1.067978,1.293648,0.1390077,0.21994,1.186864,0.1273766,0.1315885,1.669039,0.6209198,0.18459389999999998,1.8335102630000002,17412.448669999998,150.6825544,23.92398119,13.88512482,2.677750166,68.416,0.866,0.8690000000000001,0.846,77.4,2.0,,1
EST,2016,33.1,1.2,47.9,1.5,0.2049565,1.226358,1.090857,1.272345,0.1576325,0.21064520000000003,1.207984,0.13232679999999997,0.1268128,1.6981419999999998,0.6739078000000001,0.1882345,3.458973517,18228.05825,151.1276211,24.006369,13.81603283,2.0862674390000002,68.563,0.868,0.868,0.8490000000000001,77.6,2.0,,1
COM,1996,,,,,0.4753152,-0.8786043,-1.662423,-0.9985649999999999,0.3505094,0.18761760000000002,-0.42399659999999995,0.340507,0.2614571,-1.131253,0.5067192,0.38636040000000005,-3.964908131,810.5442343999999,35.75781507,12.20664692,,29.37611056,28.256999999999998,,,0.397,59.0,-1.0,4.0,1
COM,1998,,,,,0.4353236,-1.0874139999999999,-1.5819809999999999,-1.2262540000000002,0.2896601,0.2545051,-0.3751567,0.2795054,0.25608960000000003,-1.202752,0.5639963000000001,0.3148703,-1.3571162330000002,718.1170893,35.75725007,12.2065011,,29.37584348,28.168000000000003,,,0.396,59.3,-1.0,4.0,1
COM,2000,,,,,0.45564209999999994,-1.291203,-1.188423,-1.106156,0.2611888,0.26262220000000003,-1.0326389999999999,0.27326409999999995,0.2353826,-1.23706,0.0218698,0.29419140000000005,8.08688541,645.8186908,35.75747855,12.20627155,,29.37631994,28.08,,,0.40700000000000003,59.5,-1.0,-1.0,1
COM,2002,,,,,0.4386366,-0.9509804000000001,-0.8046831,-0.8974847,0.2718959,0.2558005,-0.3447775,0.2841845,0.211364,-1.0955,0.40308059999999996,0.29620219999999997,-0.117108885,744.4751723999999,35.75711907,12.20631433,,29.37601242,27.991999999999997,,,0.406,59.6,-1.0,4.0,1
COM,2003,,,,,0.3504379,-0.8690328000000002,-1.278985,-0.8556129000000001,0.2692033,0.28309320000000004,-0.5741069000000001,0.2723513,0.20835700000000001,-1.3656059999999999,-0.6726829000000001,0.2409726,-0.300216019,935.6115179999999,35.75695913,12.20627867,,29.37612727,27.947,,,0.406,59.7,-1.0,4.0,1
COM,2004,55.2,2.6,61.2,2.9,0.36571620000000005,-1.024127,-1.542946,-0.8999703000000001,0.2401857,0.2522355,-0.5185916,0.23510589999999998,0.2090413,-1.470375,-0.16302220000000003,0.23505810000000002,-0.47240465,1059.176884,35.75706312,12.20629366,,29.37601992,27.903000000000002,0.449,0.364,0.405,59.9,-1.0,6.0,1
